Race Date	Race No.	Race Course	Distance	Field Going	Race Name	Course Type	Race Money	Pla.	Horse No.	Horse	Jockey	Trainer	Act. Wt.	Declare. Horse Wt.	Dr.	LBW	Running Position	Finish Time	Win Odds
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	1	2	喜悅精靈(E388)	潘頓	賀賢	135	1200	8	-	10 11 11 1	1:22.80	2.6
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	2	5	勇敢動力(D153)	布文	告東尼	129	1206	12	1-3/4	13 13 14 2	1:23.06	8.5
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	3	3	合夥贛勁(D051)	何澤堯	蘇偉賢	134	1230	6	2-1/2	9 10 10 3	1:23.20	7.4
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	4	6	安寶(E407)	蘇兆輝	黎昭昇	127	1093	10	3	12 12 12 4	1:23.26	42
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	5	7	創高峰(D136)	希威森	苗禮德	126	1225	3	3-1/4	2 3 3 5	1:23.33	6
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	6	14	請讓路(E035)	波健士	丁冠豪	115	1037	7	4-1/4	4 8 9 6	1:23.48	21
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	7	1	天使獵人(G193)	田泰安	文家良	135	1119	2	4-1/4	7 5 4 7	1:23.48	21
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	8	11	非凡膽識(E031)	周俊樂	葉楚航	121	1110	4	4-1/4	8 7 6 8	1:23.48	39
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	9	13	合金之星(D053)	麥利奧	容天鵬	120	1081	11	5-3/4	11 9 8 9	1:23.73	47
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	10	8	奇妙之春(E293)	潘明輝	徐雨石	124	1224	1	6-1/4	3 1 1 10	1:23.79	38
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	11	10	驛驛其達(E284)	梁家俊	伍鵬志	124	1130	13	7-3/4	1 2 2 11	1:24.04	18
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	12	9	同喜囍(G105)	陳嘉熙	沈集成	121	1063	14	7-3/4	14 14 13 12	1:24.06	140
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	13	12	海王駒(D063)	楊明綸	鄭俊偉	121	1088	5	14	5 6 7 13	1:25.03	11
2022/12/18	1	ST	第五班 - 1400米 - (40-0)	好地	六福珠寶HEXICON讓賽	"草地 - ""C+3"" 賽道"	HK$ 810,000	14	4	開心蔬菜(G007)	鍾易禮	大衛希斯	120	1095	9	16	6 4 5 14	1:25.37	13
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	1	5	超威力(H039)	希威森	黎昭昇	129	1107	2	-	5 5 1	1:09.97	29
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	2	2	勇敢夢想(G156)	田泰安	告東尼	129	1106	11	頸位	9 7 2	1:10.02	3.8
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	3	8	智勝龍(G475)	霍宏聲	蘇偉賢	129	1284	3	3/4	6 6 3	1:10.10	115
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	4	12	馬上旺(G276)	何澤堯	呂健威	120	1149	9	1	10 11 4	1:10.15	8.5
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	5	1	同有友(D048)	鍾易禮	伍鵬志	118	1233	7	1-1/2	1 1 5	1:10.22	3.7
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	6	11	多多配合(G211)	周俊樂	容天鵬	123	1237	6	1-3/4	8 9 6	1:10.26	18
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	7	9	電子彩虹(G314)	嘉里	大衛希斯	127	1171	5	2-1/2	11 10 7	1:10.39	10
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	8	3	金德義(H106)	蘇兆輝	苗禮德	129	1066	1	4-1/4	12 12 8	1:10.66	85
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	9	4	喜駿風采(G422)	潘明輝	文家良	127	1233	12	4-3/4	4 4 9	1:10.72	6.1
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	10	7	得意醒(G382)	麥利奧	姚本輝	129	1251	4	6-1/4	7 8 10	1:10.95	32
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	11	6	曉贏(H021)	潘頓	羅富全	129	1260	8	7	2 2 11	1:11.08	6.7
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	12	10	存喜心(H035)	波健士	蔡約翰	127	1073	10	7	3 3 12	1:11.10	42
2022/12/18	2	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶婚嫁系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	WV	 	跑得好(E285)	布文	賀賢	135	---	---	---	---	---	---
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	1	7	你知我拼(G343)	麥利奧	姚本輝	132	1199	6	-	9 8 1	0:57.72	2
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	2	14	飛躍凱旋(G250)	班德禮	韋達	121	1209	9	頭位	4 3 2	0:57.74	66
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	3	10	東方精神(H077)	希威森	大衛希斯	132	1252	7	1-1/4	5 4 3	0:57.92	100
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	 4	11	飛躍坪山(H049)	楊明綸	丁冠豪	132	1128	8	1-1/2	11 11 4	0:57.95	51
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	5	3	魅力一丁(G278)	何澤堯	呂健威	134	1130	4	1-1/2	12 13 5	0:57.97	22
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	6	1	萬里飛至(E204)	霍宏聲	蘇偉賢	135	1096	14	1-3/4	2 1 6	0:58.00	11
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	7	6	型到爆(H011)	布文	羅富全	132	1059	13	2	7 5 7	0:58.06	15
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	8	12	快如龍(G456)	嘉里	黎昭昇	132	1195	10	3	10 2 8	0:58.20	91
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	9	2	水晶酒杯(H081)	田泰安	蔡約翰	134	1223	1	3-1/4	6 6 9	0:58.23	6.3
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	10	5	洪運派彩(G414)	梁家俊	徐雨石	132	1162	11	3-1/4	13 10 10	0:58.23	27
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	11	13	九秒九(E495)	蘇兆輝	方嘉柏	128	1170	3	4-1/4	8 12 11	0:58.39	18
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	12	4	浪茄仔(H150)	鍾易禮	告東尼	122	1015	2	4-1/4	3 9 12	0:58.41	68
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	13	8	開心馬(H061)	潘明輝	文家良	130	1084	5	10-1/4	1 7 13	0:59.36	134
2022/12/18	3	ST	第四班 - 1000米 - (60-40)	好地	六福珠寶DIAPURE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	14	9	嘉應勇士(H028)	潘頓	葉楚航	132	1163	12	93-1/2	14 14 14	1:12.66	5.2
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	1	10	一舖縱橫(B385)	蘇兆輝	葉楚航	126	1083	4	-	7 7 4 1	1:21.95	13
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	2	7	鎂之妙(C416)	布文	容天鵬	131	1239	7	1-1/4	12 10 7 2	1:22.14	6.7
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	3	1	喜蓮慧星(D460)	鍾易禮	告東尼	125	1279	11	1-1/2	13 13 13 3	1:22.20	15
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	 4	11	精彩生活(E192)	梁家俊	姚本輝	125	1153	14	2-1/2	3 2 2 4	1:22.35	6.4
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	5	4	勁快聯盟(G046)	希威森	伍鵬志	133	1094	6	2-1/2	1 1 1 5	1:22.36	26
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	6	3	佐治勇駒(E257)	潘頓	蘇偉賢	134	1186	9	2-3/4	8 11 12 6	1:22.41	2.7
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	7	12	飛來勁(G058)	潘明輝	賀賢	117	1175	13	3-3/4	14 12 11 7	1:22.56	134
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	8	2	錶之功能(E446)	周俊樂	呂健威	132	1048	1	4-1/4	10 8 8 8	1:22.62	44
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	9	8	團結一心(H004)	嘉里	大衛希斯	129	1162	10	5	9 9 9 9	1:22.74	37
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	10	9	首飾大亨(E473)	田泰安	蔡約翰	129	1059	12	5-3/4	11 14 14 10	1:22.88	16
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	11	5	勝利才子(E091)	何澤堯	方嘉柏	133	1264	3	6-1/4	2 4 3 11	1:22.94	6.1
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	12	6	飛天劍(C463)	霍宏聲	丁冠豪	132	1075	2	7-3/4	4 6 5 12	1:23.18	15
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	13	14	新威煌(E095)	黃俊	黎昭昇	113	1247	8	11-1/4	6 3 6 13	1:23.75	56
2022/12/18	4	ST	第四班 - 1400米 - (60-40)	好地	六福珠寶愛很美系列讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	14	13	一澤千金(G293)	黃皓楠	沈集成	116	964	5	17-1/2	5 5 10 14	1:24.73	276
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	1	2	志友盈(G021)	潘頓	姚本輝	133	1207	6	-	11 12 7 1	1:34.41	2.6
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	2	5	翔龍再現(E452)	希威森	賀賢	127	1200	11	1-3/4	12 11 8 2	1:34.68	8.4
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	3	13	元朗之星(C303)	潘明輝	文家良	115	1148	5	3-3/4	5 4 1 3	1:34.98	64
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	 4	8	果然駿(G162)	麥利奧	方嘉柏	123	1138	9	4	10 10 11 4	1:35.04	11
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	5	6	眾歡笑(D038)	蘇兆輝	鄭俊偉	127	1038	3	4	8 7 9 5	1:35.05	8.7
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	6	4	興高采烈(E197)	布文	伍鵬志	131	1047	12	6-1/4	7 9 4 6	1:35.39	5.9
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	7	1	金像非凡(E109)	梁家俊	羅富全	135	1155	8	7	3 3 6 7	1:35.52	24
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	8	11	國大合(G322)	何澤堯	葉楚航	119	1061	7	8	4 5 5 8	1:35.70	126
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	9	3	喜蓮心星(E348)	嘉里	大衛希斯	131	1202	14	9-1/4	13 14 14 9	1:35.89	41
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	10	10	巴基之友(B370)	鍾易禮	蘇偉賢	110	1083	4	9-1/4	9 8 10 10	1:35.89	6
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	11	12	帝豪大師(D225)	黃俊	沈集成	111	1057	1	10-1/4	6 6 12 11	1:36.05	75
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	12	7	勝利猴王(G197)	賀銘年	韋達	127	1032	13	11-1/4	14 13 13 12	1:36.20	87
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	13	14	怪獸豪俠(G282)	巫顯東	何良	113	1076	10	11-1/2	2 2 3 13	1:36.25	165
2022/12/18	5	ST	第四班 - 1600米 - (60-40)	好地	六福珠寶GOLDSTYLE讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,080,000	14	9	遨遊之星(C098)	周俊樂	容天鵬	120	1270	2	20	1 1 2 14	1:37.62	19
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	1	6	川河首駒(G333)	何澤堯	方嘉柏	128	1198	12	-	10 10 1	1:09.47	28
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	2	1	美麗奔馳(G231)	霍宏聲	告東尼	133	1087	7	頸位	4 5 2	1:09.53	6.4
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	3	4	魅力寶駒(G213)	布文	蔡約翰	129	1165	1	1/2	2 1 3	1:09.56	2.5
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	 4	11	逐夢年代(G241)	潘頓	文家良	122	1227	9	1	8 8 4	1:09.63	6.5
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	5	12	喜勝威龍(G395)	嘉里	大衛希斯	120	1134	4	1	9 9 5	1:09.64	165
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	6	9	步履如風(G407)	周俊樂	容天鵬	122	1162	8	1-3/4	3 3 6	1:09.74	3.9
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	7	7	萬眾力得(D328)	梁家俊	羅富全	126	1165	11	1-3/4	12 11 7	1:09.76	93
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	8	5	非凡之星(G396)	希威森	蘇偉賢	129	1047	2	2	5 6 8	1:09.80	13
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	9	3	紅楓勝景(H051)	賀銘年	韋達	131	1170	5	2-1/4	7 7 9	1:09.82	12
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	10	10	勇趣(E223)	鍾易禮	高伯新	113	1050	6	3-3/4	1 2 10	1:10.08	77
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	11	2	勇創派對(E368)	楊明綸	呂健威	132	1055	10	4	11 12 11	1:10.10	138
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	12	8	美麗之選(H074)	蘇兆輝	伍鵬志	124	1174	3	4-3/4	6 4 12	1:10.21	34
2022/12/18	6	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶DEAR Q讓賽	"草地 - ""C+3"" 賽道"	HK$ 1,725,000	WV	 	瀑布(G438)	嘉里	黎昭昇	120	---	---	---	---	---	---
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	1	8	明駿福星(G252)	潘頓	蔡約翰	125	1074	10	-	10 9 1	1:09.76	7.2
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	2	5	為您鍾情(G318)	蘇兆輝	羅富全	130	1182	4	頭位	4 4 2	1:09.79	2
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	3	11	紅海福星(D338)	潘明輝	文家良	118	1124	8	頸位	6 5 3	1:09.82	47
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	4	9	特攻(G004)	梁家俊	大衛希斯	125	1128	12	1-1/2	12 11 4	1:10.01	21
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	5	6	星洲駿馬(G047)	霍宏聲	告東尼	129	1108	9	1-3/4	8 8 5	1:10.05	10
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	6	2	獎金大王(B433)	鍾易禮	葉楚航	123	1177	5	3	1 1 6	1:10.24	15
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	7	12	同盟力量(C036)	何澤堯	姚本輝	119	1245	11	4-1/4	11 12 7	1:10.42	56
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	8	7	旋里多彩(B469)	黃俊	黎昭昇	120	1118	1	4-1/2	3 3 8	1:10.46	14
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	9	1	牛皇頭(G233)	田泰安	鄭俊偉	135	1243	2	6-1/4	5 6 9	1:10.75	8.8
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	10	4	木火同明(C460)	巫顯東	何良	129	1142	6	6-1/2	9 10 10	1:10.78	89
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	11	3	閃耀光芒(E261)	布文	韋達	131	1140	7	7-1/2	7 7 11	1:10.95	25
2022/12/18	7	ST	第四班 - 1200米 - (60-40)	好地	六福珠寶福滿傳家系列讓賽	全天候跑道	HK$ 1,080,000	12	10	天足貓(G166)	黃皓楠	伍鵬志	119	1068	3	9-1/4	2 2 12	1:11.24	9.2
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	1	8	平海歡星(C377)	潘頓	蔡約翰	121	1132	8	-	4 4 1	0:56.31	6.3
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	2	11	電源之駒(E301)	蘇兆輝	蔡約翰	118	1100	9	1/2	7 7 2	0:56.39	4.5
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	3	12	宜春輝煌(D385)	賀銘年	韋達	117	1142	3	1	5 5 3	0:56.47	32
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	4	2	狀元及第(E392)	鍾易禮	告東尼	125	1159	7	1-3/4	1 2 4	0:56.60	2.7
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	5	1	必長勝(E240)	布文	文家良	135	1288	11	3-1/4	9 8 5	0:56.84	5.4
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	6	10	連連歡呼(G195)	田泰安	方嘉柏	118	1284	5	3-3/4	10 9 6	0:56.93	12
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	7	3	艮志騰雲(B119)	嘉里	沈集成	130	1250	4	4-3/4	6 6 7	0:57.07	13
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	8	9	讓愛高飛(E413)	潘明輝	告東尼	117	1022	10	5-1/4	8 10 8	0:57.17	21
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	9	7	經典之星(C343)	黃皓楠	蘇偉賢	118	1205	1	12	3 1 9	0:58.23	101
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	10	4	和氣生財(D110)	希威森	徐雨石	130	1153	6	13-1/2	2 3 10	0:58.49	64
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	11	5	暖在你心(D272)	何澤堯	呂健威	130	1171	2	17-1/4	11 11 11	0:59.07	56
2022/12/18	8	ST	第二班 - 1000米 - (100-80)	好地	六福珠寶盃（讓賽）	"草地 - ""C+3"" 賽道"	HK$ 2,640,000	WV	6	新力寶(A379)	周俊樂	蘇偉賢	120	---	---	---	---	---	---
2022/12/18	9	ST	第三班 - 1200米 - (80-60)	好地	六福珠寶娉婷系列讓賽	全天候跑道	HK$ 1,725,000	1	8	閃電(G130)	希威森	沈集成	123	1206	11	-	8 7 1	1:08.82	14
